"height" "length" "weight" "wing.l" "leg.ht" "wing.span" "sp" "age" "strength" "firepwr"
"32" 40.5727899051271 61.5172935090959 70.0910066962224 37.3131848677634 5.67670114641078 78.4816729744718 "gold" 303.62647853326 338.837670209696 8.56132650819731
"33" 53.6706981936004 58.8849489530548 63.6258993033965 32.6256282831987 3.67078492604196 64.4333600648497 "gold" 416.872644273099 269.237776420617 3.43854472530886
"34" 53.3860490482766 61.0960099799559 68.659116913777 38.8327713224655 6.30851196194999 71.3402174451513 "gold" 458.923678379506 312.905001957629 -9.07004096807997
"35" 48.5220030404162 63.3934223558754 73.170069962192 42.2773237890841 5.25972746498883 95.2637988061336 "gold" 427.853772707749 456.080165649468 -17.1497450675992
"36" 45.7202008459717 53.8520696014166 51.4103594656067 31.7131299759567 5.83091339981183 68.7449110757362 "gold" 284.00114615215 357.194302383426 26.6932331340073
"37" 44.3188974121585 53.9073672471568 51.0553203255084 33.7465399372631 4.96060037938878 70.3495350939824 "gold" 289.610199164599 299.070201104284 28.8554018254859
"38" 51.8036086566281 57.0544483093545 62.0138076535764 35.9271306669357 4.76640257705003 80.3280897554932 "gold" 407.889301888645 377.140404337577 17.8438339852522
"39" 40.1461431861389 64.8562343185768 75.5114201017454 40.684405529184 5.9365009337198 77.3478118547465 "gold" 296.748066786677 339.901194240607 14.8027666604372
"40" 54.2866106017027 59.7527873655781 64.3196509493912 38.3496280896526 6.58836414874531 79.1685577285006 "gold" 263.06250563357 389.896480102418 58.5352624872144
"41" 43.8333809725009 50.0025082053617 46.1615275424345 24.8034862440379 4.89826585352421 38.4696565202308 "gold" 422.308660752606 126.984424252672 -1.9085321469393
"42" 49.343315724982 58.6880691628903 62.8619043103876 35.5805845247648 6.6380113940686 72.8307315021768 "gold" 320.28432370862 364.094871036025 16.0654953602653
"43" 47.9856983758509 54.3801590660587 53.5164105512192 31.7160928627358 4.69314330909401 59.8246522741494 "gold" 382.851833943278 200.457338833386 12.7225987072859
"44" 44.545458110515 52.8655479755253 51.5728077269294 27.6225359943476 3.24301083409227 63.2660209253515 "gold" 269.958759425208 247.97285528252 29.2512042652997
"45" 46.8660448293667 65.3807107266039 78.3605265864057 42.3096961080554 7.34680412290618 92.7280356813512 "gold" 470.236623601522 441.337432246366 -16.394730690011
"46" 47.0870675554033 68.6957195866853 84.7470273818274 37.6835387888407 3.87329444708303 74.264771539954 "gold" 318.773910636082 342.375149920482 17.1826660006275
"47" 48.6642872053199 54.3536976585165 54.1971452249955 27.5179303835591 5.10874944692478 42.6884507797887 "gold" 260.572693310678 111.799717317821 50.3130365726061
"48" 48.7619967898354 57.8018666431308 61.5194612010315 33.5217901170648 7.71208506962284 69.7109752891198 "gold" 412.559777323622 310.51412493511 -16.6945381460747
"49" 51.5162551426329 63.5986204538494 75.7286796950666 42.058207492936 5.81739477184601 69.309488167743 "gold" 281.256213958841 329.195119725539 48.7797982775281
"50" 54.5668140694033 51.0492652934045 47.9461585873573 28.1841616055314 6.47397535922937 72.9295766963534 "gold" 407.461221970152 318.062438146196 31.1136731567348
